Date,"Report slug","GTmetrix Grade","Performance Score (%)","Structure Score (%)","First Contentful Paint (ms)","Largest Contentful Paint (ms)","Total Blocking Time (ms)","Cumulative Layout Shift","Time to First Byte (ms)","Fully loaded (ms)","Total Size (bytes)","Total Requests"
"2025-10-07 04:41:01",8RdlkHlD,67,49,93,670,2771,659,0.0119192,151,14868,2111010,52
